Column1,thesis_id,collection_id,Nome-apelido,Author_email,Advisor_bom_1,Advisor_bom_2,Advisor_bom_3,Coorientador(es)_bom_3,Date_issued,Rights,Date_embargo,Embargo_info,title,Type_thesis,Language,Thesis_url,Specialization_retificado,Abstract_en
194,23507,10362/2160, Slawomir Piotr Majewski,,Vitor Manuel Pereira Duarte dos Santos,Joaquim Botelho,,,19/07/2017,openAccess,,,Software architecture based on XMLmessages in a project for secondary loan trading,Internship Report,eng,http://hdl.handle.net/10362/22164,Knowledge Management and Business Intelligence,"In many business cases having a single application serving multiple technical and functional purposes 
is not a viable solution, especially in financial or banking environment which requirements are 
especially demanding considering the simple fact that there is money involved. Design of the 
appropriate software architecture and the following maintenance of the quality of data is possible 
thanks to the utilization of XML messages that permit establishing a connection between various 
applications. The flexibility of such solution allows the information to flow through designed 
architecture and be integrated according to the rules specified. 
This report details a project realized in a multinational investment bank in the business line of 
secondary trading for syndicated loans. The structure developed on the technical level was not tailormade 
for the software utilized across three different locations and required adjustments and further 
developments in order to achieve properly functioning infrastructure. This work describes the phases 
of the project, its challenges and finally an overview of solutions developed, but beforehand provides 
the reader with a background information on the business the project is realized for as well as the 
software involved in the infrastructure designed."
195,18354,10362/2160, Daniela da Silva Alves,,Roberto AndrÈ Pereira Henriques,JosÈ Carlos Caiado,,,26/02/2016,openAccess,,,Sa˙de em Portugal : estudo das urgÍncias hospitalares atravÈs do Data Mining,Dissertation,por,http://hdl.handle.net/10362/17419,Knowledge Management and Business Intelligence,"Health is a sensitive subject for its importance within population. This subject is usually related not
only with the welfare of a given population but also with the sense of security that the population
requires in the provision of basic health care. Statistics show us that the population is aging,
supporting the idea that better hospitals are needed, as well as a better National Health Plan System.
If the patients require urgent care, they can benefit from urgent care service in the hospital facility,
usually called  Emergency Room ù. However, this service demands for a higher level of management
to deal with the increasing number of patients. The use of this urgent care service in situations
urgency in not real, affects the hospital operation. This fact creates a higher affluence, which will
slow down the answer and the service may be blocked. Considering all these issues and using a
dataset from an Hospital located in the North of Portugal, we tried to manage and to find patterns in
the information related with the urgent care service. We used Data Mining techniques including
clustering and association rules. For clustering, three clusters where obtained. One of the clusters
was composed by all male patients from 0 to 110 years old group, the second by female patients
from 0 to 60 years old, and finally a cluster with all female patients over 60 years old. Clusters
containing older people showed several similarities respecting the diseases. In 2012 there was no
record of any epidemic crisis. It has also concluded that most of the cases had required urgent
intervention (yellow bracelet) but despite the urgency, the majority was able to return to their
residences on the same day. Those results highlight the fact that most patients did not require any
other additional medical support after leaving the Emergency Room. Related with the association
rules and, the rules with higher confidence were composed by variables that appeared very often
( Patients with Yellow bracelet ù,  District of Porto ù or  Residence Medical Release ù)."
196,98774,10362/2160, David Tiago CalÁada,,Mauro Castelli,Illya Bakurov,,,17/04/2020,openAccess,,,Predicting chelonia mydas nests survivability rates with use of machine learning techniques: applying machine learning techniques on conservation data ñ case study,Dissertation,eng,http://hdl.handle.net/10362/97228,Knowledge Management and Business Intelligence,"It is the generalized goal of knowledge discovery techniques to help us find useful patterns in data whilst not subjecting us to the ambiguity and overcomplexity of models. In fact, it has become increasingly important to allow for a common language to exist between biologists and data scientists. 
In my thesis I aim to make use of Green Turtle (Chelonya mydas) nesting data obtained in surveys conducted from 2015 to 2019 in PrÌncipe Island, in order to obtain two things: Firstly, to understand insights related to sea turtle survivability rates; Secondly, to develop prediction models on said rates via popular Machine Learning algorithms. For this purpose, I will detail how my collaboration with the sea turtle conservation team in Principe Island began, and work has been developed since. 
I will describe all steps referring to the dataset transformation, manipulation and exploration, and detail how each step has allowed me to feed the sea turtle data into powerful Machine Learning algorithms that are to be evaluated against their ability to predict accurate nest survivability rates. 
At the end of the contextual part of this document, I will explain my findings and present the limitations of this project; I hope to provide a solid example that will allow future students and researchers to keep in mind what challenges await them should they pursue this field. 
Finally, a key aspect of this thesis that is very important that it  written in such a way that individuals with different backgrounds are able to understand its content and objectives."
197,99696,10362/2160, GonÁalo da Fonseca Miranda,,Tiago AndrÈ GonÁalves FÈlix de Oliveira,,,,29/04/2020,openAccess,,,The impact of smart home technologies on well-being,Dissertation,eng,http://hdl.handle.net/10362/98115,Knowledge Management and Business Intelligence,"Most studies on technology innovation lack research on well-being, focusing mainly on innovation for wealth. Research has shown that smart home technologies will be one of EU  top priorities and are expected to increase user  quality of life. This study aims to understand how the adoption/use of smart home technologies can influence user  well-being. To understand this phenomenon, we combined two prominent theories in IS studies: the expectation-confirmation theory (ECT) and the unified theory of acceptance of technology 2 (UTAUT2). This study is based on an online survey with a sample of 309 responses. Findings suggest that satisfaction moderates the relationship between user  adoption of smart home technology and their well-being. Results indicate that the adoption of smart home technologies alone does not directly influence user  well-being, being necessary to measure user  smart home technologies satisfaction to understand this phenomenon."
198,99961,10362/2160, Mariam Maan Jahjah,,Vitor Manuel Pereira Duarte dos Santos,,,,08/05/2020,openAccess,,,Personal knowledge management system solution,Dissertation,eng,http://hdl.handle.net/10362/98382,Knowledge Management and Business Intelligence,"Organizations are in race towards more effectiveness in overcoming any stumbling block that 
could get their way. They need the right directions in every step they will take towards their 
goals, so they seize any clue they can frame to know more, by using the principle of 
knowledge management in which they try to puzzle out any sources of knowledge and ways 
to utilize them effectively. Their ultimate goal is organizational learning by which they don ét 
fall by the same mistake twice or miss lessons from their experiences. It is impossible to think 
of organizational learning separately from individual learning, because as individuals get 
smarter, they will generate more productivity and effectiveness in organizational work. 
Personal knowledge management is the mean towards individual learning, it is about being 
responsible for the knowledge we need, seek, acquire, and use. Many activities and tools have 
been dedicated for PKM, but the effectiveness of PKM relies on the learning environment 
wherein the individual is continuously connecting to relevant information sources and 
learning within a social context. There are plenty of tools that facilitate the skills involved in 
the process of incorporating a working knowledge that brings value to our lives and the 
organizations we work in, but knowledge workers need one solution that combines all the 
necessary technologies to avoid the time and effort spent on transitioning from tool to the 
other to manage their knowledge. The social aspect of personal knowledge management 
highlights on the importance of developing and managing social learning networks, and how 
communities of practice play a big role in providing knowledge workers with the learning 
environment they need. The goal of this paper is to design a conceptual design of a personal 
knowledge management solution that can facilitate personal knowledge management 
activities which support knowledge workers  development of essential competencies to get 
innovative at solving problems and assist them in their professional development. To 
formulate the necessary functionalities for successful PKM system the design should meet 
certain objectives summarized from scholar  viewpoints on how successful PKM is 
achieved, and the needs of PKM practitioners."
199,20364,10362/2160, Tiago Bruno Gomes Marques,,Roberto AndrÈ Pereira Henriques,Tiago Simıes,,,26/06/2016,openAccess,,,Business intelligence mobile telecommunications dashboards,Work project,por,http://hdl.handle.net/10362/19253,Knowledge Management and Business Intelligence,"With the technological developments of recent years and the reduction of budgets in most sectors the information generated by organizations must be used entirely to create capital gains. This project aims to create a set of dashboards for mobile devices in order to assist decision-making in real-time. Through an analysis of the long-time customer behavior, the dashboard creates alerts so that the status of a customer or group of customers in a timely manner can be analyzed enabling the interaction with the customer on time. Monitoring the company allows to realize in real time the sales of a product and traffic carried in each region. The literature review will identify similarities and differences in previous studies, in order to enrich the project's content and make it unique and innovative for the telecommunications industry by creating dashboards monitoring. Based on the results of this study will be idealized the best chance to do this project and bring an added value in terms of monitoring processes and customers for various telecommunications organizations and may still be adapting to other markets since they all face this problem. Yet based on this study indications and strategic guidelines will be left to be able to ever better results in future research on the same topic."
200,21158,10362/2160, Diogo Manuel Leit„o Vinagre Piteira dos Santos,,Tiago AndrÈ GonÁalves FÈlix de Oliveira,Carlos Tam Chuem Vai,,,06/01/2017,embargoedAccess,,,Exploring the influential factors of continuance intention to use mobile apps : extending the expectation confirmation model,Dissertation,eng,http://hdl.handle.net/10362/19896,Knowledge Management and Business Intelligence,"The use of mobile applications (Apps) has been growing in the world of technology, a phenomenon related to the increasing number of smartphone users. With a huge mobile Apps market, few studies have been made on what makes individuals continue to use a mobile App or stop using it. This study aims to uncover the factors that underlie the continuance intention to use mobile Apps, addressing two theoretical models: Expectation confirmation model (ECM) and the extended unified theory of acceptance and use of technology (UTAUT2). A total of 304 valid questionnaires were collected by survey to test the theoretical framework proposal, using structural equation modelling (SEM). Our findings indicate that the most important drivers of continuance intention of mobile Apps are respectively; satisfaction, habit, performance expectancy, and effort expectancy."
201,21167,10362/2160, Jo„o Pedro de Almeida Ribeiro,,Rui Alexandre Henriques GonÁalves,,,,09/01/2017,openAccess,,,The use of web analytics on a small data set in an online media company : shifter¥s case study,Work project,eng,http://hdl.handle.net/10362/19907,Knowledge Management and Business Intelligence,"The primary struggle in data analysis is the lack of talent in performing relevant and fit-to-business analyzes that retrieve knowledge and provides concise and clear action plans to today  startups and small enterprises that exist online. Tracking, knowing and understanding the navigational patterns of user behavior for a 3 month period collection and using an Excel spreadsheet tool obtained a context for each piece of content produced and published by Shifter, an online media company. Investigations made after acquiring Shifter  data resulted in recommendations for rethink and redesign the editorial content of the business to answer different community  needs."
202,21523,10362/2160, Paula Isabel Moura Meireles Cruz,,Roberto AndrÈ Pereira Henriques,,,,24/02/2017,openAccess,,,Improving the matching of registered unemployed to job offers through machine learning algorithms,Dissertation,eng,http://hdl.handle.net/10362/20197,Knowledge Management and Business Intelligence,"Due to the existence of a double-sided asymmetric information problem on the labour market 
characterized by a mutual lack of trust by employers and unemployed people, not enough job matches 
are facilitated by public employment services (PES), which seem to be caught in a low-end equilibrium. 
In order to act as a reliable third party, PES need to build a good and solid reputation among their main 
clients by offering better and less time consuming pre-selection services. The use of machine-learning, 
data-driven relevancy algorithms that calculate the viability of a specific candidate for a particular job 
opening is becoming increasingly popular in this field. Based on the Portuguese PES databases (CVs, 
vacancies, pre-selection and matching results), complemented by relevant external data published by 
Statistics Portugal and the European Classification of Skills/Competences, Qualifications and 
Occupations (ESCO), the current thesis evaluates the potential application of models such as Random 
Forests, Gradient Boosting, Support Vector Machines, Neural Networks Ensembles and other tree-based 
ensembles to the job matching activities that are carried out by the Portuguese PES, in order to 
understand the extent to which the latter can be improved through the adoption of automated 
processes. The obtained results seem promising and point to the possible use of robust algorithms such 
as Random Forests within the pre-selection of suitable candidates, due to their advantages at various 
levels, namely in terms of accuracy, capacity to handle large datasets with thousands of variables, 
including badly unbalanced ones, as well as extensive missing values and many-valued categorical 
variables."
203,21519,10362/2160, Andreia Sofia Dinis GraÁa,,Vitor Manuel Pereira Duarte dos Santos,,,,05/01/2017,openAccess,,,Business Intelligence markup language e reporting,Internship Report,por,http://hdl.handle.net/10362/20194,Knowledge Management and Business Intelligence,"Business Intelligence represents a set of techniques and tools that are essential in improving the
quantitative and qualitative value of the information that comes from a large volume of data,
assisting in the execution and implementation of business strategies, determining a big advantage in
global and entrepreneurial world market.
The techniques mentioned above are generally used by consultants, and it is in this context, that we
will address the needs of the BI4ALL consulting firm, endowed with a constant requirement to
improve their technical skills and performance. To this end, one of the major objectives is the
creation of Business Intelligence projects in a fast and secure way, in order to have a low number of
execution errors and to be as economical as possible, thus achieving a better offer for the clients.
In this line of thinking, this report describes the creation of a Business Intelligence model using a
programming language called Business Intelligence Markup Language. This model was built and put
into practice as an intern at Bi4all, with an environment area connected client, before the challenge
of implementing a BI model in a short duration of time. In this work, reference is also made to a
second project, which consists in the preparation of reports for a client in the area of insurances."
204,99448,10362/2160, Vasyl Tsykolanov,,Tiago AndrÈ GonÁalves FÈlix de Oliveira,Pedro Miguel Fernandes Ruivo,,,29/04/2020,embargoedAccess,29/04/2023,,Understanding machine learning adoption: the moderating effects of process sophistication and mimetic pressures,Dissertation,eng,http://hdl.handle.net/10362/97874,Knowledge Management and Business Intelligence,"Machine learning (ML) gives organizations the power to predict the future, and this has become a core element of modern enterprises. Three contexts, grounded in the technology-organizational-environmental (TOE) framework, were scrutinized to explain ML adoption. Data collected from 319 firms are used to test conceptual model. Additionally, this study investigates the use of process sophistication and mimetic pressures as moderators. The significance of the technological, organizational, and environmental contexts for ML adoption is confirmed. Furthermore, the moderator influence of mimetic pressures and process sophistication between the technological and organizational context and ML adoption was confirmed."
205,99172,10362/2160, Maria Matilde de Magalh„es Fechas Momade,,Mauro Castelli,,,,27/04/2020,openAccess,,,Using predictive modelling to create the school dropouts' profile: a case study regarding elementary and high school students,Work project,eng,http://hdl.handle.net/10362/97601,Knowledge Management and Business Intelligence,"The students  disengagement with school is a worldwide contemporary topic, which has been to lengthy discussions. This event may be an indicator of the possibility of a precocious school dropout, becoming a burden for the students  families, schools and the Government. 
This study focused only on a school located in Amadora, where the school dropout rate is quite significant. The main purpose of the present thesis is to understand students' proneness to quit school in a premature fashion. A dataset containing all the pupils  information available in that institution considered was transformed, trained and tested in order to produce a detailed analysis. 
The main conclusions taken from the study are that the students  characteristics and familiar context play the major role in their likeliness to dropout school."
206,99054,10362/2160, Rita Castelbranco da Silveira Coelho Silva,,Miguel de Castro Simıes Ferreira Neto,Miguel Nuno da Silva Gomes Rodrigues Gago,,,24/04/2020,embargoedAccess,24/04/2022,,The Amanhecer case study: applying business intelligence to the wholesaler-retailer relationship,Work project,eng,http://hdl.handle.net/10362/97481,Knowledge Management and Business Intelligence,"The amount of data and the speed imposed by the evolution of technology demanded a method to gather, consolidate and analyze data in order to support the decision-making process. Thus, business intelligence has become a key tool for this end. 
This work studies the relationship between wholesalers and retailers, using the real-life example of JerÛnimo Martins   the case study of Recheio, the wholesaler and Amanhecer, a retailer. Moreover, the present work project will allow for improvements in the delivery of information, by applying business intelligence in the company  operations. 
Consequently, the main purpose of this study is to gather the information to be displayed on a daily level and present it through interactive dashboards (created in Qlik Sense). Those dashboards will be automatically updated and will guarantee the right information reaches the right people, at the right time. 
To achieve the desired results, it was necessary to study, together with Recheio  team, which information was needed to be displayed in the dashboards. The dashboards created would complement the weekly report (presented in Microsoft Office Excel), which was already being delivered in the company. Therefore, six reports were built with the goal of displaying information about sales, targets for area managers and operational managers and the weight of the Amanhecer brand in total sales of Recheio and Amanhecer. 
The result of this work project is the delivery of the new dashboards to Recheio  team, which will use them in their day-to-day activities, and will be decisive to track performance, to aid the decision-making process and to provide an overview of the business."
207,32732,10362/2160, Leandro Magalh„es GonÁalves,,Miguel de Castro Simıes Ferreira Neto,,,,14/02/2018,openAccess,,,Business intelligence numa consultora de seguros : um projeto de reformulaÁ„o e implementaÁ„o,Work project,por,http://hdl.handle.net/10362/31305,Knowledge Management and Business Intelligence,"Nowadays companies need to treat a huge range of information, to have access, by various means, for a decision. Obtaining this information and crucial, qualitative and integrated, allows them to accumulate ""intelligence"" to compete in increasingly demanding markets. This business intelligence, translated from the English Business Intelligence (BI), is a method that aims to help companies make smart decisions and more effective, through access to data and information collected from the various information systems. The insurance market has undergone enormous pressures, imposed not only by the recent financial crisis that affected Portugal, but also by the increasingly apparent need to know of more detailed and effective form who are really your customers, all this, mitigating risk, and without the acquisition of a wallet customers little productive or not profitable. The project presented in this report is intended to describe the development and implementation of a Business Intelligence solution in an insurance consulting, based on latest techniques currently on the market. The main objective is to renew the analytical and informational structure of the organization, other values also encouraged the realization of this project as to improve information management in the organization, to optimize in a more functional way the company's processes, to increase the "" to reduce costs to increase revenue, prepare new analytical and informational analytics, improve risk forecasting and increase knowledge of its current customer portfolio, and extrapolate that knowledge to new customers. Through the Microsoft BI solution, you can implement a complete and effective reporting platform, winning new customers and providing a good chance future evolutionary continuity of this BI platform, extrapolating to other branches of the company, as well as the development and implementation of new concepts of analysis."
208,41681,10362/2160, Soraia Prazeres Lopes,,Vitor Manuel Pereira Duarte dos Santos,Miguel de Castro Simıes Ferreira Neto,,,18/06/2018,openAccess,,,Lisbon smart cities : perception and reality,Dissertation,eng,http://hdl.handle.net/10362/40252,Knowledge Management and Business Intelligence,"This dissertation, has an overall overview regarding the concepts raised around smart cities, based on 
existing studies in the area, tries to give a concept for Lisbon municipality and also identify if the city is 
smart or not. 
Through an interview to a responsible from Lisbon council for the smart cities area and a set of 
interviews to Lisbon citizens, to have a vision of the perception and reality of the activities occurring in 
Lisbon city. Based on those answers, a set of analysis was made in order to give an overview about 
Lisbon municipality, through the six smart cities characteristics."
209,42413,10362/2160, Felipe Orestes Cuan Su·rez Blanco,,Jorge Morais Mendes,,,,05/07/2018,openAccess,,,Influences of external factors in automotive sales forecasting : a portuguese case study,Dissertation,eng,http://hdl.handle.net/10362/40987,Knowledge Management and Business Intelligence,"This study aims to contribute to a better understanding of the Portuguese automotive market, its 
behaviour and, additionally, attempt to create better sales prediction models, using linear regression 
models with ARIMA errors. 
Through time series analysis, it will be studied how external factors such as socio-economic variables, 
consumer behaviour as well as market specific factors (e.g. gas prices, car rental services) affects the 
development of the automotive market. Furthermore, it will be tested if methodologies such as 
hierarchical forecasting on a bottom-up approach will bring better results compared to forecasting 
the market as a whole. 
This understanding and forecasting techniques, if proven successful, can bring higher competitive 
advantage to companies in this sector, through more accurate planning and strategic management."
210,43970,10362/2160, Diego Rodrigues Cavalcanti,,Tiago AndrÈ GonÁalves FÈlix de Oliveira,,,,13/07/2018,openAccess,,,Assessing job performance in brazilian digital government : the role of knowledge management systemsuse and social capital,Dissertation,eng,http://hdl.handle.net/10362/42527,Information Systems and Technologies Management,"Faced with the challenges of digital government, this research seeks to clarify the drivers of individual and organizational performance in the Brazilian public administration. A post-adoption model was developed to evaluate the performance of public administration with knowledge management systems (KMS), given the concepts of user satisfaction, lean system use (duration, frequency and intensity), social capital, and transformational leadership. 
After literature review on theories of transformational leadership and social capital, the impact of these contextual factors on the government environment of a Brazilian public agency (Ministry of the Environment) was verified.
Using an empirical approach, the survey collected data from 295 public officials, using online questionnaire, obtained as results that the individual performance at work, using KMS, positively affects the organizational performance, being also impacted by factors such as intensity of the KMS use, user satisfaction and social capital. User satisfaction impacts individual performance, being affected by the frequency and intensity of KMS use, as well as by social capital, which plays a relevant role in individual and organizational performances, amplifying the relationship between user satisfaction and individual performance, given its moderating effect. 
Organizational performance is influenced by transformational leadership, responsible for moderating the connections among individual and institutional performance. The research provided relevant information to the literature on KMS, to connect system use, satisfaction and performance, elucidating the importance of social capital to achieve better results in government contexts."
211,55380,10362/2160, Francisco JosÈ de Vilhena Leit„o GregÛrio,,Vitor Manuel Pereira Duarte dos Santos,,,,02/11/2018,openAccess,,,Ubiquitous and context-aware computing modelling : study of devices integration in their environment,Dissertation,eng,http://hdl.handle.net/10362/53912,Information Systems and Technologies Management,"In an almost imperceptible way, ubiquitous and context-aware computing make part 
of our everyday lives, as the world has developed in an interconnected way between 
humans and technological devices. This interconnectedness raises the need to 
integrate humans  interaction with the different devices they use in different social 
contexts and environments. In the proposed research, it is suggested the 
development of new scenario building based on a current ubiquitous computing 
model dedicated to the environment context-awareness. We will also follow previous 
research made on the formal structure computation model based on social paradigm 
theory, dedicated to embed devices into different context environments with social 
roles developed by Santos (2012/2015). Furthermore, several socially relevant context 
scenarios are to be identified and studied. Once identified, we gather and document 
the requirements that devices should have, according to the model, in order to 
achieve a correct integration in their contextual environment."
212,98771,10362/2160, Nuno Maria Monteiro Palmeiro,,Vitor Manuel Pereira Duarte dos Santos,,,,17/04/2020,openAccess,,,Referencial para a utilizaÁ„o de tÈcnicas de inteligÍncia artificial no futebol,Dissertation,por,http://hdl.handle.net/10362/97200,Knowledge Management and Business Intelligence,"Football is currently the most popular sport in the world. FIFA (FÈdÈration Internationale de Football Association) is made up of more member countries than the United Nations (Stein et al., 2016), thus showing how large and popular this sport is. It's an industry that moves billions of euros and seems to keep growing, with transfer records breaking in every transfer window. Despite being an industry of this size, football is something simple to play, anyone, regardless of their social status, has the possibility to practice this sport, thus becoming something easily accessible to all social classes. Along with technological evolution, football also saw the need to modernize and adapt to new technologies, with the aim of making it a fairer sport and improving the quality of this sporting spectacle. Clubs had the need to evolve, in order to be able to keep up with their competition, as there is a great evolution in the understanding of the physical and technical needs of football (Coutts, 2014). With the increasing evolution of AI in our daily lives and in the evolution of human society (Liu et al., 2018), it is increasingly important to study and understand the impact of this technology on the most popular sport in the world. Despite being a technology that is not available to everyone and not easily understood, it is also a revolutionary technology that could change the way each game is played. The introduction of technologies such as VAR or physical analysis in the training of athletes, have already changed this centenary sport, being increasingly relevant, in order to be competitive, to take full advantage of this technology. AI will revolutionize our society, and it is expected that machine intelligence will surpass human intelligence (Makridakis, 2017), meaning the need to be able to increasingly develop this type of technology in this sport that, despite being simple , is shrouded in a complexity of very difficult and methodical processes and analyses. That said, we may, in the future, have robots or machines that will be the physical trainers or trainers, without the need for human intervention, but with a success rate higher than that of a human being."
213,51201,10362/2160, Susana Cristina Alves Coelho,,Vitor Manuel Pereira Duarte dos Santos,,,,23/10/2018,openAccess,,,Referencial de utilizaÁ„o das tecnologias de informaÁ„o para a melhoria da qualidade de vida nas smart cities,Dissertation,eng,http://hdl.handle.net/10362/49747,Information Systems and Technologies Management,"Due to the growth of the world population and the strong urbanization of cities, the efficient and
sustainable management of resources and spaces has become a priority, in order to improve the
quality of life of the population. This is only possible when combined with new technologies. In this
context, the concept of Smart City emerged, which refers to cities that, with the help of technology,
offer citizens services and opportunities that otherwise would not be possible to guarantee.
The goal of this dissertation is to explore and understand the impact and the numerous
improvements that the Smart Cities can bring to our society, as well as analyse which are the
technologies that influence the quality of life.
It is also intended to propose a framework that can be adopted by any city, in order to improve the
daily lives of its citizens. This framework focuses on technologies that influence the quality of life of
citizens, especially in the areas of health, education, environment, security, civic participation,
accessibility of services, mobility and culture."
214,55381,10362/2160, Eduardo JÛia da Costa Moura,,Maria do Ros·rio Gomes OsÛrio Bernardo Ponces de Carvalho,Carlos Tam Chuem Vai,,,08/11/2018,embargoedAccess,,,The factors influencing the success of Agile software development projects : a portuguese perspective,Dissertation,eng,http://hdl.handle.net/10362/53913,Information Systems and Technologies Management,"Nowadays reality can be characterized by the fast pace through which business necessities change. Newer necessities regarding software often means higher complexity in terms of needed functionalities and subsequently higher project risk, forcing organizations to step away from traditional software development techniques, and move towards agility. Agile has emerged as a set of methodologies that increases projects probability of success by focusing on individuals and interactions, functional software, customer collaboration, and fast response to change. However, success rates on agile software development projects are still falling short of expectations. 
Based on existing literature we propose a model consisting of five people-factors that influence the success of agile software development projects in which success is measured in terms cost, time, and customer satisfaction. The study was conducted in Portugal and total of 216 agile practitioners were surveyed. The results obtained using SEM-PLS suggest that  team capability  ù and  customer involvement  ù are factors contributing to agile software development project success. By knowing which factors are truly important to achieve success, managers and teams will be able to establish priorities, thereby improving the project outcome. This matter is addressed in the discussion section along with research limitations and future work."
215,14334,10362/2160, Miguel Augusto Martins Pereira,,Aleö Popovi?,,,,21/01/2014,openAccess,,,Standardization of project management processes,Work project,eng,http://hdl.handle.net/10362/13773,Information Systems and Technologies Management,"Software development is a discipline that is almost as old as the history of computers. With the advent of the Internet and all of its related technologies, software development has been on high demand. But, and especially in SME (small and medium enterprise), this was not accompanied with a comparable effort to develop a set of sustainable and standardized activities of project management, which lead to increasing inefficiencies and costs. 
Given the actual economic situation, it makes sense to engage in an effort to reduce said inefficiencies and rising costs. For that end, this work will analyze the current state of software development  project management processes on a Portuguese SME, along with its problems and inefficiencies in an effort to create a standardized model to manage software development, with special attention given to critical success factors in an agile software development environment, while using the best practices in process modeling. This work also aims to create guidelines to correctly integrate these changes in the existing IS structure of a company."
216,33308,10362/2160, Rok Sesel,,Aleö Popovi?,,,,01/07/2014,openAccess,,,Determinants of acceptance of e-materials : an empirical investigation in the context of slovenian elementary education,Dissertation,eng,http://hdl.handle.net/10362/31906,Information Systems and Technologies Management,"For the past few years we have been commonly hearing that the only thing which is constant is change. One of the main reasons for that is development and use of new information technologies (hereinafter: IT). In many industries, implementation of IT solutions has improved and changed process flows. 
Impacts of IT can also be found in educational processes. Nowadays, marks of chalk in classrooms can only be found within an Art class. Majority of classrooms are equipped with at least one of the IT innovations; computer, projector, interactive white board, internet connection, etc. 
Since today  pupils are raised with presence of modern IT at every step and consequently with the modern lifestyle, they are losing the initial contact with the traditional way of learning. That is why it makes sense to think about alternatives to traditional learning, to raise the motivation among students and prepare them to accept more information, as well as to link new information with the already obtained knowledge and store it in long-term memory (Clark & Mayer, 2011, p. 36). 
Integrating technologies in educational process offers alternative channels to deliver knowledge in pursuit of promoting learning and motivating pupils. In the last few years, we have been witnesses to a large promotion of e-materials use in classrooms. However, use of e-materials does not only require technologically equipped classrooms, but mostly a change in the way of teaching. Since the educational system has been moving quite slowly towards changes, there has not been a massive adoption of e-materials in classrooms, especially by teachers (Demetriadis et al., 2003, pp. 19-20)."
217,99052,10362/2160, Dijana Novakovic,,Pedro da Costa Brito Cabral,,,,23/04/2020,openAccess,,,Knowledge management inside of a small organization: case study on knowledge sharing in product-based company,Work project,eng,http://hdl.handle.net/10362/97479,Knowledge Management and Business Intelligence,"Knowledge Management is wide and unclear concept of creating, sharing and applying knowledge inside and outside of organization. Strategic and systematic use of this approach can have beneficial outcome on organizational progressing. Thus, knowledge management appears to be the new main assets when it comes to organizational effectiveness. This work aims to create a valuable insight into knowledge flow insight of the small organization and its effect on their growth. For this purpose, we define Knowledge Management, introduce it inside of a small organization and apply the most effective model of knowledge sharing into that organization. The right model will be chosen after creating and analyzing right survey composed out of 21 questions related to the topic. Finding the right model for knowledge obtained inside of organization presents a great challenge for leaders. In this dissertation, we analyze the best solutions and strategies that could upgrade organizational growth, along with providing new knowledge creating and sharing models but at the same time preventing knowledge loss."
218,99053,10362/2160, Filipe Manuel Leit„o GonÁalves Freire,,Fl·vio LuÌs Portas Pinheiro,,,,23/04/2020,openAccess,,,Recolha de contratos de despesa p˙blica e segmentaÁ„o dos perfis de despesa a nÌvel municipal,Dissertation,por,http://hdl.handle.net/10362/97480,Knowledge Management and Business Intelligence,"Due to the need to analyze how public capital is invested in Portuguese municipalities in the
various types of contracts for the acquisition of goods and services, it is essential to create tools
that allow the understanding of these investments. It is desirable to understand how these
investments oscillate according to the size of the population.
In this project, the objective is to collect data available on the web about contracts and to create a
segmentation for the various types of public expenditure, allowing to detect any anomalous
deviations in the relationship between municipal public expenditure and population size.
For this purpose, a web crawler was developed using the Python programming language that
allowed to automatically extract public contracts from the site http://www.base.gov.pt/. The data
collected were analyzed and a log-log relationship between population and public expenditure was
detected. Subsequently, a segmentation analysis based on the residues of the referred relationship
was performed using DataMining techniques. Several Clustering algorithms were used, in
particular K-Medoids, from which two distinct groups of expense types were generated."
219,114563,10362/2160, Enrico Maria di Flora,,Anton Manfreda,,,,13/01/2021,openAccess,,,Co-creating a smart tourism local service system in rural areas: a case study from south,Dissertation,eng,http://hdl.handle.net/10362/112899,Information Systems and Technologies Management,"The most recent trends show an increase in the urbanization of cities, and, consequently, inner territories become more depopulated, business activities get closed, services get reduced and the overall services become poor and not able to offer quality offers to visitors (Bolay, 2020). According to (United Nations, 2019), by 2050 more than three out of four people will be living in urban areas. Nowadays, many studies have addressed the evolution and features of Smart Cities (Van Dijk & Teuben, 2015) and tourism is also one of those spheres that got digitally transformed by Smart Cities (Khan, Woo, Nam, & Chathoth, 2017). One of the features of smart applications is the possibility to let the user be a driver of value in creating and sharing contents (Kontogianni & Alepis, 2020). However, the explosion of smart solutions enabled by the latest technological innovations has been mostly contextualized in urban environments while fewer solutions have been developed in less urbanized rural areas (Steyn & Johanson, 2010). 
The methodology used employs the merging of two of the core contemporary service research approaches: Service Science and Service-Dominant logic; the first offers an organizational framework to generate and integrate value co-creation in terms of a smart service systems (Polese, Botti, Grimaldi, Monta & Vesci, 2018). For the same purpose, but differently, the second proposes a different layout called service ecosystems (Vargo & Lusch, 2016). This combination of approaches overcomes individual model limitations by setting an integrated model that can be employed to hypercompetitive and experience-based sectors (Polese, Botti, Grimaldi, Monta & Vesci, 2018), and that was adopted by using a case study methodology, relying on semi-structured interviews."
